"datetime","device id","weight","temp","humidity","input","output","in-out","EC","PH","slav temp","intensity"
"202309131123","1","19.32","29.27","69.84","100.00","0.00","100.00","3.91","7.10","26.20","0"
"202309131124","1","19.32","29.10","70.32","200.00","0.00","200.00","3.91","7.11","26.15","0"
"202309131125","1","19.32","28.89","70.98","320.00","0.00","320.00","3.91","7.10","26.08","0"
"202309131126","1","19.33","28.75","71.61","440.00","0.00","440.00","3.91","7.10","26.08","0"
"202309131127","1","19.33","28.66","72.16","540.00","0.00","540.00","3.91","7.11","26.08","0"
"202309131128","1","19.33","28.61","72.18","660.00","0.00","660.00","3.91","7.11","26.08","0"
"202309131129","1","19.33","28.57","72.10","760.00","0.00","760.00","3.91","7.11","26.08","0"
"202309131130","1","19.33","28.51","72.10","880.00","0.00","880.00","3.91","7.11","26.08","0"
"202309131131","1","19.33","28.46","72.35","1000.00","0.00","1000.00","3.91","7.12","26.08","0"
"202309131132","1","19.33","28.42","72.80","1120.00","0.00","1120.00","3.91","7.12","26.08","0"
"202309131133","1","19.33","28.39","73.00","1220.00","0.00","1220.00","3.91","7.11","26.08","0"
"202309131134","1","19.33","28.37","73.11","1340.00","0.00","1340.00","3.91","7.12","26.08","0"
"202309131135","1","19.33","28.36","73.34","1440.00","0.00","1440.00","3.91","7.12","26.08","0"
"202309131136","1","19.33","28.37","73.58","1560.00","0.00","1560.00","3.91","7.11","26.08","0"
"202309131137","1","19.33","28.38","73.42","1680.00","0.00","1680.00","3.91","7.12","26.08","0"
"202309131138","1","19.33","28.39","73.24","1780.00","0.00","1780.00","3.91","7.12","26.08","0"
"202309131139","1","19.30","28.39","72.73","1820.00","0.00","1820.00","3.91","7.12","26.08","0"
"202309131140","1","19.26","28.37","72.74","1820.00","0.00","1820.00","3.91","7.12","26.08","0"
"202309131141","1","19.23","28.34","72.62","1820.00","0.00","1820.00","3.91","7.12","26.08","0"
"202309131142","1","19.23","28.29","72.88","1820.00","0.00","1820.00","3.91","7.13","26.08","0"
"202309131143","1","19.22","28.29","73.42","1820.00","0.00","1820.00","3.91","7.12","26.08","0"
"202309131144","1","19.22","28.30","73.45","1820.00","0.00","1820.00","3.91","7.13","26.08","0"
"202309131145","1","19.22","28.32","73.22","1820.00","0.00","1820.00","3.91","7.13","26.08","0"
"202309131146","1","19.21","28.32","73.29","1820.00","0.00","1820.00","3.91","7.13","26.08","0"
"202309131147","1","19.21","28.35","73.47","1820.00","0.00","1820.00","3.91","7.13","26.08","0"
"202309131148","1","19.21","28.36","73.41","1820.00","0.00","1820.00","3.91","7.13","26.08","0"
"202309131149","1","19.20","28.38","73.04","1820.00","0.00","1820.00","3.91","7.13","26.08","0"
"202309131150","1","19.20","28.38","73.04","1820.00","0.00","1820.00","3.91","7.13","26.08","0"
"202309131151","1","19.20","28.37","73.17","1820.00","0.00","1820.00","3.91","7.13","26.08","0"
"202309131152","1","19.20","28.39","73.25","1820.00","0.00","1820.00","3.91","7.13","26.08","0"
"202309131153","1","19.20","28.43","73.09","1820.00","0.00","1820.00","3.91","7.14","26.08","0"
"202309131154","1","19.20","28.45","72.98","1820.00","0.00","1820.00","3.91","7.14","26.08","0"
"202309131155","1","19.19","28.49","72.87","1820.00","0.00","1820.00","3.91","7.14","26.08","0"
"202309131156","1","19.19","28.51","72.62","1820.00","0.00","1820.00","3.91","7.14","26.08","0"
"202309131157","1","19.19","28.49","72.69","1820.00","0.00","1820.00","3.91","7.14","26.08","0"
"202309131158","1","19.19","28.47","72.87","1820.00","0.00","1820.00","3.91","7.14","26.08","0"
"202309131159","1","19.19","28.46","73.02","1820.00","0.00","1820.00","3.91","7.14","26.08","0"
"202309131200","1","19.19","28.47","72.93","1820.00","0.00","1820.00","3.91","7.14","26.08","0"
"202309131201","1","19.19","28.47","72.95","1820.00","0.00","1820.00","3.91","7.15","26.08","0"
"202309131202","1","19.18","28.45","72.95","1820.00","0.00","1820.00","3.91","7.15","26.08","0"
"202309131203","1","19.18","28.42","73.02","1820.00","0.00","1820.00","3.90","7.15","26.08","0"
"202309131204","1","19.18","28.41","73.09","1820.00","0.00","1820.00","3.90","7.14","26.08","0"
"202309131205","1","19.18","28.39","73.09","1820.00","0.00","1820.00","3.91","7.15","26.08","0"
"202309131206","1","19.18","28.39","73.34","1820.00","0.00","1820.00","3.91","7.15","26.08","0"
"202309131207","1","19.18","28.41","73.20","1820.00","0.00","1820.00","3.89","7.15","26.08","0"
"202309131208","1","19.18","28.43","73.16","1820.00","0.00","1820.00","3.90","7.15","26.08","0"
"202309131209","1","19.18","28.44","73.10","1820.00","0.00","1820.00","3.90","7.16","26.08","0"
"202309131210","1","19.18","28.47","73.24","1820.00","0.00","1820.00","3.90","7.15","26.08","0"
"202309131211","1","19.18","28.50","73.06","1820.00","0.00","1820.00","3.91","7.15","26.08","0"
"202309131212","1","19.18","28.48","73.12","1820.00","0.00","1820.00","3.90","7.15","26.08","0"
"202309131213","1","19.18","28.47","73.32","1820.00","0.00","1820.00","3.90","7.15","26.08","0"
"202309131214","1","19.17","28.48","73.22","1820.00","0.00","1820.00","3.90","7.15","26.08","0"
"202309131215","1","19.17","28.50","73.10","1820.00","0.00","1820.00","3.90","7.15","26.08","0"
"202309131216","1","19.17","28.51","73.09","1820.00","0.00","1820.00","3.91","7.16","26.08","0"
"202309131217","1","19.17","28.52","73.21","1820.00","0.00","1820.00","3.91","7.16","26.08","0"
"202309131218","1","19.17","28.54","73.06","1820.00","0.00","1820.00","3.91","7.16","26.08","0"
"202309131219","1","19.17","28.55","73.06","1820.00","0.00","1820.00","3.91","7.16","26.08","0"
"202309131220","1","19.17","28.56","72.97","1820.00","0.00","1820.00","3.91","7.16","26.08","0"
"202309131221","1","19.17","28.55","72.83","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131222","1","19.17","28.51","72.88","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131223","1","19.17","28.47","73.18","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131224","1","19.17","28.46","73.50","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131225","1","19.17","28.49","73.73","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131226","1","19.17","28.50","73.36","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131227","1","19.17","28.45","73.42","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131228","1","19.17","28.43","73.60","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131229","1","19.17","28.46","73.69","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131230","1","19.17","28.51","73.60","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131231","1","19.17","28.56","73.44","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131232","1","19.16","28.58","72.97","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131233","1","19.16","28.60","72.92","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131234","1","19.16","28.63","73.03","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131235","1","19.16","28.67","73.01","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131236","1","19.16","28.70","72.70","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131237","1","19.16","28.71","72.65","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131238","1","19.16","28.70","72.62","1820.00","0.00","1820.00","3.91","7.17","26.08","0"
"202309131239","1","19.16","28.68","72.40","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131240","1","19.16","28.66","72.30","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131241","1","19.16","28.64","72.16","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131242","1","19.16","28.58","72.41","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131243","1","19.16","28.54","72.64","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131244","1","19.16","28.53","72.99","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131245","1","19.16","28.54","73.01","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131246","1","19.16","28.53","72.80","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131247","1","19.16","28.50","72.57","1820.00","0.00","1820.00","3.90","7.18","26.08","0"
"202309131248","1","19.16","28.45","72.64","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131249","1","19.16","28.40","72.83","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131250","1","19.16","28.38","72.96","1820.00","0.00","1820.00","3.91","7.18","26.08","0"
"202309131251","1","19.16","28.35","72.92","1820.00","5.00","1815.00","3.91","7.18","26.08","0"
"202309131252","1","19.16","28.31","72.99","1820.00","5.00","1815.00","3.91","7.18","26.08","0"
"202309131253","1","19.16","28.27","73.22","1820.00","5.00","1815.00","3.91","7.18","26.08","0"
"202309131254","1","19.15","28.26","73.19","1820.00","5.00","1815.00","3.91","7.18","26.08","0"
"202309131255","1","19.15","28.21","73.20","1820.00","5.00","1815.00","3.91","7.18","26.08","0"
"202309131256","1","19.15","28.18","73.49","1820.00","5.00","1815.00","3.92","7.18","26.08","0"
"202309131257","1","19.15","28.16","73.62","1820.00","5.00","1815.00","3.92","7.18","26.08","0"
"202309131258","1","19.15","28.17","73.70","1820.00","5.00","1815.00","3.92","7.17","26.08","0"
"202309131259","1","19.19","28.19","73.70","1900.00","5.00","1895.00","3.92","7.17","26.08","0"
"202309131300","1","19.26","28.21","73.65","2020.00","5.00","2015.00","3.92","7.18","26.08","0"
"202309131301","1","19.27","28.22","73.59","2140.00","5.00","2135.00","3.92","7.18","26.08","0"
"202309131302","1","19.27","28.20","73.57","2260.00","5.00","2255.00","3.93","7.17","26.08","0"
"202309131303","1","19.28","28.20","73.62","2360.00","5.00","2355.00","3.93","7.17","26.08","0"
"202309131304","1","19.28","28.18","73.45","2480.00","5.00","2475.00","3.93","7.17","26.08","0"
"202309131305","1","19.28","28.16","73.46","2600.00","5.00","2595.00","3.93","7.17","26.08","0"
"202309131306","1","19.28","28.12","73.51","2700.00","5.00","2695.00","3.93","7.17","26.08","0"
"202309131307","1","19.29","28.06","73.55","2820.00","5.00","2815.00","3.93","7.17","26.08","0"
"202309131308","1","19.29","28.01","73.82","2940.00","5.00","2935.00","3.93","7.16","26.08","0"
"202309131309","1","19.29","27.97","73.98","3060.00","5.00","3055.00","3.94","7.17","26.08","0"
"202309131310","1","19.29","27.97","73.92","3160.00","5.00","3155.00","3.94","7.16","26.08","0"
"202309131311","1","19.29","27.97","73.79","3280.00","5.00","3275.00","3.94","7.16","26.08","0"
"202309131312","1","19.29","27.97","73.81","3400.00","5.00","3395.00","3.94","7.16","26.08","0"
"202309131313","1","19.29","27.99","73.91","3500.00","5.00","3495.00","3.94","7.15","26.08","0"
"202309131314","1","19.29","28.00","73.83","3620.00","5.00","3615.00","3.94","7.16","26.08","0"
"202309131315","1","19.29","28.01","73.70","3740.00","5.00","3735.00","3.94","7.15","26.08","0"
"202309131316","1","19.30","28.01","73.75","3840.00","5.00","3835.00","3.95","7.15","26.08","0"
"202309131317","1","19.30","28.02","73.69","3960.00","5.00","3955.00","3.95","7.14","26.08","0"
"202309131318","1","19.30","28.01","73.65","4080.00","5.00","4075.00","3.95","7.15","26.08","0"
"202309131319","1","19.30","28.00","73.81","4180.00","5.00","4175.00","3.95","7.15","26.08","0"
"202309131320","1","19.30","28.01","73.86","4300.00","5.00","4295.00","3.95","7.14","26.08","0"
"202309131321","1","19.30","28.06","73.83","4420.00","5.00","4415.00","3.95","7.14","26.08","0"
"202309131322","1","19.30","28.10","73.68","4540.00","5.00","4535.00","3.95","7.14","26.08","0"
"202309131323","1","19.30","28.13","73.59","4640.00","5.00","4635.00","3.96","7.14","26.08","0"
"202309131324","1","19.30","28.13","73.37","4760.00","5.00","4755.00","3.96","7.14","26.08","0"
"202309131325","1","19.30","28.11","73.39","4860.00","5.00","4855.00","3.96","7.14","26.08","0"
"202309131326","1","19.30","28.09","73.61","4980.00","5.00","4975.00","3.96","7.14","26.08","0"
"202309131327","1","19.30","28.10","73.72","5100.00","5.00","5095.00","3.96","7.13","26.08","0"
"202309131328","1","19.30","28.13","73.80","5220.00","5.00","5215.00","3.96","7.13","26.08","0"
"202309131329","1","19.30","28.17","74.16","5320.00","5.00","5315.00","3.96","7.13","26.08","0"
"202309131330","1","19.30","28.23","73.96","5440.00","5.00","5435.00","3.96","7.13","26.08","0"
"202309131331","1","19.30","28.29","73.58","5560.00","5.00","5555.00","3.97","7.13","26.08","0"
"202309131332","1","19.30","28.35","73.41","5660.00","5.00","5655.00","3.97","7.13","26.08","0"
"202309131333","1","19.31","28.40","73.41","5780.00","5.00","5775.00","3.97","7.13","26.08","0"
"202309131334","1","19.31","28.44","73.37","5900.00","5.00","5895.00","3.97","7.13","26.08","0"
"202309131335","1","19.31","28.50","73.21","6000.00","5.00","5995.00","3.98","7.13","26.08","0"
"202309131336","1","19.31","28.54","73.03","6120.00","5.00","6115.00","3.97","7.13","26.08","0"
"202309131337","1","19.31","28.57","73.17","6240.00","5.00","6235.00","3.98","7.13","26.08","0"
"202309131338","1","19.31","28.59","72.91","6340.00","5.00","6335.00","3.98","7.13","26.08","0"
"202309131339","1","19.31","28.63","72.88","6460.00","5.00","6455.00","3.98","7.12","26.08","0"
"202309131340","1","19.31","28.66","72.90","6580.00","5.00","6575.00","3.98","7.12","26.08","0"
"202309131341","1","19.31","28.67","72.64","6680.00","5.00","6675.00","3.99","7.12","26.08","0"
"202309131342","1","19.31","28.67","72.68","6800.00","5.00","6795.00","3.99","7.13","26.08","0"
"202309131343","1","19.31","28.68","72.70","6920.00","5.00","6915.00","3.99","7.12","26.08","0"
"202309131344","1","19.31","28.70","72.83","7020.00","5.00","7015.00","3.99","7.12","26.08","0"
"202309131345","1","19.31","28.71","72.54","7140.00","5.00","7135.00","4.00","7.12","26.08","0"
"202309131346","1","19.31","28.69","72.43","7260.00","5.00","7255.00","3.99","7.12","26.08","0"
"202309131347","1","19.31","28.64","72.30","7360.00","5.00","7355.00","4.00","7.12","26.08","0"
"202309131348","1","19.31","28.60","72.63","7480.00","5.00","7475.00","4.00","7.12","26.08","0"
"202309131349","1","19.31","28.57","72.79","7600.00","5.00","7595.00","4.00","7.12","26.08","0"
"202309131350","1","19.31","28.55","72.66","7700.00","5.00","7695.00","4.00","7.11","26.08","0"
"202309131351","1","19.31","28.53","72.64","7820.00","5.00","7815.00","4.00","7.12","26.08","0"
"202309131352","1","19.31","28.51","72.86","7940.00","5.00","7935.00","4.01","7.11","26.08","0"
"202309131353","1","19.31","28.49","72.85","8040.00","5.00","8035.00","4.00","7.11","26.08","0"
"202309131354","1","19.32","28.46","73.01","8160.00","5.00","8155.00","4.01","7.11","26.08","0"
"202309131355","1","19.32","28.47","73.23","8280.00","5.00","8275.00","4.01","7.11","26.08","0"
"202309131356","1","19.32","28.49","73.11","8380.00","5.00","8375.00","4.01","7.11","26.08","0"
"202309131357","1","19.32","28.49","73.19","8500.00","5.00","8495.00","4.01","7.12","26.08","0"
"202309131358","1","19.29","28.49","73.34","8540.00","5.00","8535.00","4.02","7.11","26.08","0"
"202309131359","1","19.26","28.49","73.16","8540.00","5.00","8535.00","4.02","7.11","26.08","0"
"202309131400","1","19.25","28.49","73.19","8540.00","5.00","8535.00","4.02","7.11","26.08","0"
"202309131401","1","19.24","28.49","72.92","8540.00","5.00","8535.00","4.03","7.12","26.08","0"
"202309131402","1","19.24","28.47","73.06","8540.00","5.00","8535.00","4.02","7.12","26.08","0"
"202309131403","1","19.24","28.44","72.95","8540.00","5.00","8535.00","4.03","7.12","26.08","0"
"202309131404","1","19.23","28.43","72.92","8540.00","5.00","8535.00","4.03","7.12","26.08","0"
"202309131405","1","19.23","28.39","72.91","8540.00","5.00","8535.00","4.03","7.11","26.08","0"
"202309131406","1","19.23","28.35","72.96","8540.00","5.00","8535.00","4.03","7.12","26.08","0"
"202309131407","1","19.23","28.31","73.06","8540.00","5.00","8535.00","4.03","7.11","26.08","0"
"202309131408","1","19.22","28.29","73.20","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131409","1","19.22","28.26","73.23","8540.00","5.00","8535.00","4.03","7.11","26.08","0"
"202309131410","1","19.22","28.22","73.42","8540.00","5.00","8535.00","4.03","7.12","26.08","0"
"202309131411","1","19.22","28.19","73.59","8540.00","5.00","8535.00","4.04","7.11","26.08","0"
"202309131412","1","19.22","28.19","73.71","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131413","1","19.22","28.17","73.81","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131414","1","19.21","28.16","73.85","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131415","1","19.21","28.13","73.76","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131416","1","19.21","28.09","73.88","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131417","1","19.21","28.05","74.08","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131418","1","19.21","28.01","74.25","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131419","1","19.21","27.97","74.90","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131420","1","19.21","27.93","75.37","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131421","1","19.21","27.89","75.76","8540.00","5.00","8535.00","4.04","7.11","26.08","0"
"202309131422","1","19.21","27.84","75.87","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131423","1","19.21","27.81","75.91","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131424","1","19.21","27.78","76.11","8540.00","5.00","8535.00","4.05","7.12","26.08","0"
"202309131425","1","19.21","27.77","76.23","8540.00","5.00","8535.00","4.04","7.12","26.08","0"
"202309131426","1","19.21","27.79","76.42","8540.00","5.00","8535.00","4.05","7.11","26.08","0"
"202309131427","1","19.20","27.81","76.27","8540.00","5.00","8535.00","4.05","7.12","26.08","0"
"202309131428","1","19.20","27.82","76.08","8540.00","5.00","8535.00","4.05","7.11","26.08","0"
"202309131429","1","19.20","27.85","76.09","8540.00","5.00","8535.00","4.05","7.11","26.08","0"
"202309131430","1","19.20","27.90","76.08","8540.00","5.00","8535.00","4.05","7.12","26.08","0"
"202309131431","1","19.20","27.96","75.78","8540.00","5.00","8535.00","4.05","7.12","26.08","0"
"202309131432","1","19.20","28.01","75.66","8540.00","5.00","8535.00","4.05","7.12","26.08","0"
"202309131433","1","19.20","28.06","75.53","8540.00","5.00","8535.00","4.05","7.12","26.08","0"
"202309131434","1","19.20","28.10","75.58","8540.00","5.00","8535.00","4.06","7.12","26.08","0"
"202309131435","1","19.20","28.13","75.66","8540.00","5.00","8535.00","4.05","7.12","26.08","0"
"202309131436","1","19.20","28.16","75.73","8540.00","5.00","8535.00","4.06","7.12","26.08","0"
"202309131437","1","19.20","28.18","75.43","8540.00","5.00","8535.00","4.06","7.13","26.08","0"
"202309131438","1","19.20","28.19","75.18","8540.00","5.00","8535.00","4.06","7.13","26.08","0"
"202309131439","1","19.20","28.20","75.04","8540.00","5.00","8535.00","4.06","7.14","26.08","0"
"202309131440","1","19.20","28.21","74.87","8540.00","5.00","8535.00","4.06","7.14","26.08","0"
"202309131441","1","19.20","28.20","74.80","8540.00","5.00","8535.00","4.07","7.14","26.08","0"
"202309131442","1","19.20","28.20","75.00","8540.00","5.00","8535.00","4.07","7.14","26.08","0"
"202309131443","1","19.20","28.24","74.77","8540.00","5.00","8535.00","4.07","7.14","26.08","0"
"202309131444","1","19.20","28.29","74.63","8540.00","5.00","8535.00","4.07","7.14","26.08","0"
"202309131445","1","19.21","28.35","74.54","8580.00","5.00","8575.00","4.07","7.14","26.08","0"
"202309131446","1","19.29","28.39","74.50","8700.00","5.00","8695.00","4.07","7.15","26.08","0"
"202309131447","1","19.32","28.43","74.22","8800.00","5.00","8795.00","4.07","7.14","26.08","0"
"202309131448","1","19.33","28.46","73.68","8920.00","5.00","8915.00","4.07","7.14","26.08","0"
"202309131449","1","19.33","28.45","73.55","9020.00","5.00","9015.00","4.08","7.14","26.08","0"
"202309131450","1","19.76","28.43","73.63","9140.00","5.00","9135.00","4.08","7.14","26.08","0"
"202309131451","1","21.49","28.44","73.86","9300.00","5.00","9295.00","4.08","7.14","26.08","0"
"202309131452","1","22.08","28.45","74.13","9480.00","5.00","9475.00","4.08","7.14","26.08","0"
"202309131453","1","22.32","28.49","73.88","9660.00","5.00","9655.00","4.08","7.14","26.08","0"
"202309131454","1","21.64","28.52","73.65","9820.00","5.00","9815.00","4.08","7.14","26.08","0"
"202309131455","1","20.88","28.53","73.57","9960.00","5.00","9955.00","4.16","7.14","26.08","0"
"202309131456","1","20.80","28.54","73.59","10080.00","5.00","10075.00","4.20","7.14","26.08","0"
"202309131457","1","20.76","28.56","73.91","10200.00","5.00","10195.00","4.21","7.13","26.08","0"
"202309131458","1","20.74","28.57","74.09","10300.00","5.00","10295.00","4.21","7.13","26.08","0"
"202309131459","1","20.72","28.55","73.63","10420.00","5.00","10415.00","4.23","7.13","26.08","0"
"202309131500","1","20.70","28.56","73.73","10520.00","5.00","10515.00","4.23","7.13","26.08","0"
"202309131501","1","20.69","28.60","74.02","10640.00","5.00","10635.00","4.23","7.12","26.08","0"
"202309131502","1","20.69","28.62","73.70","10740.00","5.00","10735.00","4.23","7.12","26.08","0"
"202309131503","1","20.68","28.63","73.76","10860.00","5.00","10855.00","4.23","7.13","26.08","0"
"202309131504","1","20.68","28.64","73.80","10960.00","5.00","10955.00","4.24","7.12","26.08","0"
"202309131505","1","20.67","28.67","73.75","11080.00","5.00","11075.00","4.24","7.12","26.08","0"
"202309131506","1","20.66","28.69","74.73","11180.00","5.00","11175.00","4.24","7.12","26.08","0"
"202309131507","1","20.66","28.66","75.09","11300.00","5.00","11295.00","4.24","7.12","26.08","0"
"202309131508","1","20.66","28.62","75.30","11400.00","5.00","11395.00","4.24","7.11","26.08","0"
"202309131509","1","20.65","28.57","75.66","11520.00","5.00","11515.00","4.24","7.12","26.08","0"
"202309131510","1","20.64","28.55","76.12","11620.00","5.00","11615.00","4.25","7.12","26.08","0"
"202309131511","1","20.64","28.53","76.10","11740.00","5.00","11735.00","4.25","7.12","26.08","0"
"202309131512","1","20.64","28.50","75.81","11840.00","5.00","11835.00","4.25","7.12","26.08","0"
"202309131513","1","20.64","28.45","75.79","11940.00","5.00","11935.00","4.25","7.11","26.08","0"
"202309131514","1","20.63","28.40","76.07","12060.00","5.00","12055.00","4.25","7.11","26.08","0"
"202309131515","1","20.63","28.37","76.45","12160.00","5.00","12155.00","4.25","7.12","26.08","0"
"202309131516","1","20.62","28.36","76.79","12280.00","5.00","12275.00","4.25","7.11","26.08","0"
"202309131517","1","20.62","28.36","76.92","12380.00","5.00","12375.00","4.25","7.11","26.08","0"
"202309131518","1","20.62","28.37","76.87","12500.00","5.00","12495.00","4.25","7.11","26.08","0"
"202309131519","1","20.62","28.36","76.91","12600.00","5.00","12595.00","4.25","7.11","26.08","0"
"202309131520","1","20.61","28.35","77.03","12720.00","5.00","12715.00","4.25","7.11","26.08","0"
"202309131521","1","20.61","28.36","77.32","12820.00","5.00","12815.00","4.26","7.11","26.08","0"
"202309131522","1","20.61","28.37","77.05","12940.00","5.00","12935.00","4.26","7.11","26.08","0"
"202309131523","1","20.61","28.39","76.56","13040.00","5.00","13035.00","4.25","7.11","26.08","0"
"202309131524","1","20.61","28.42","76.52","13160.00","5.00","13155.00","4.25","7.11","26.08","0"
"202309131525","1","20.60","28.47","76.76","13260.00","5.00","13255.00","4.25","7.11","26.08","0"
"202309131526","1","20.60","28.52","76.73","13380.00","5.00","13375.00","4.25","7.10","26.08","0"
"202309131527","1","20.60","28.54","76.83","13480.00","5.00","13475.00","4.25","7.11","26.08","0"
"202309131528","1","20.60","28.55","76.87","13580.00","5.00","13575.00","4.25","7.11","26.08","0"
"202309131529","1","20.58","28.57","77.03","13640.00","5.00","13635.00","4.25","7.11","26.08","0"
"202309131530","1","20.54","28.58","77.38","13640.00","5.00","13635.00","4.26","7.10","26.08","0"
"202309131531","1","20.52","28.55","76.93","13640.00","5.00","13635.00","4.26","7.10","26.08","0"
"202309131532","1","20.51","28.49","77.36","13640.00","5.00","13635.00","4.26","7.10","26.08","0"
"202309131533","1","20.50","28.45","77.72","13640.00","5.00","13635.00","4.26","7.10","26.08","0"
"202309131534","1","20.50","28.38","78.15","13640.00","5.00","13635.00","4.26","7.10","26.08","0"
"202309131535","1","20.50","28.26","76.00","13640.00","5.00","13635.00","4.26","7.10","26.08","0"
"202309131536","1","20.49","27.99","75.20","13640.00","5.00","13635.00","4.26","7.10","26.08","0"
"202309131537","1","20.49","27.78","76.74","13640.00","5.00","13635.00","4.26","7.10","26.08","0"
"202309131538","1","20.48","27.67","77.81","13640.00","5.00","13635.00","4.26","7.09","26.08","0"
"202309131539","1","20.48","27.61","78.17","13640.00","5.00","13635.00","4.27","7.10","26.08","0"
"202309131540","1","20.47","27.56","78.49","13640.00","5.00","13635.00","4.27","7.10","26.08","0"
"202309131541","1","20.47","27.49","78.38","13640.00","5.00","13635.00","4.27","7.10","26.08","0"
"202309131542","1","20.47","27.39","78.60","13640.00","5.00","13635.00","4.27","7.10","26.08","0"
"202309131543","1","20.46","27.29","78.71","13640.00","5.00","13635.00","4.28","7.10","26.08","0"
"202309131544","1","20.46","27.25","79.12","13640.00","5.00","13635.00","4.27","7.10","26.08","0"
"202309131545","1","20.46","27.22","78.78","13640.00","5.00","13635.00","4.28","7.10","26.08","0"
"202309131546","1","20.46","27.19","78.90","13640.00","5.00","13635.00","4.28","7.10","26.08","0"
"202309131547","1","20.45","27.18","79.04","13640.00","5.00","13635.00","4.27","7.10","26.08","0"
"202309131548","1","20.45","27.19","79.31","13640.00","5.00","13635.00","4.28","7.09","26.08","0"
"202309131549","1","20.45","27.20","79.08","13640.00","5.00","13635.00","4.27","7.10","26.08","0"
"202309131550","1","20.45","27.15","78.81","13640.00","5.00","13635.00","4.28","7.10","26.08","0"
"202309131551","1","20.44","27.07","79.29","13640.00","5.00","13635.00","4.28","7.09","26.08","0"
"202309131552","1","20.44","27.00","79.36","13640.00","5.00","13635.00","4.28","7.09","26.08","0"
"202309131553","1","20.44","26.92","79.39","13640.00","5.00","13635.00","4.27","7.09","26.08","0"
"202309131554","1","20.43","26.85","79.50","13640.00","5.00","13635.00","4.27","7.09","26.08","0"
"202309131555","1","20.43","26.85","80.01","13640.00","5.00","13635.00","4.28","7.09","26.08","0"
"202309131556","1","20.42","26.93","80.30","13640.00","5.00","13635.00","4.27","7.10","26.08","0"
"202309131557","1","20.42","27.03","80.32","13640.00","5.00","13635.00","4.27","7.09","26.08","0"
"202309131558","1","20.42","27.10","80.05","13640.00","5.00","13635.00","4.27","7.09","26.08","0"
"202309131559","1","20.42","27.17","79.71","13640.00","5.00","13635.00","4.27","7.10","26.08","0"
"202309131600","1","20.42","27.20","79.01","13640.00","5.00","13635.00","4.26","7.09","26.08","0"
"202309131601","1","20.41","27.20","78.89","13640.00","5.00","13635.00","4.26","7.09","26.08","0"
"202309131602","1","20.41","27.18","78.74","13640.00","5.00","13635.00","4.25","7.09","26.08","0"
"202309131603","1","20.41","27.12","79.11","13640.00","5.00","13635.00","4.25","7.09","26.08","0"
"202309131604","1","20.41","27.10","79.76","13640.00","5.00","13635.00","4.26","7.09","26.08","0"
"202309131605","1","20.40","27.10","80.37","13640.00","5.00","13635.00","4.25","7.09","26.08","0"
"202309131606","1","20.40","27.10","80.60","13640.00","5.00","13635.00","4.26","7.09","26.08","0"
"202309131607","1","20.40","27.09","80.62","13640.00","5.00","13635.00","4.25","7.09","26.08","0"
